id,IP_ES_25_N1,Z3_IB_4_N1,Z1_IB_10_N1,Z1_IB_5_N1,Z3_IB_8_N1,ECI_IB_4_N1,ECI_IB_5_N1,Gs(U)_IB_12_N1,Gs(U)_IB_68_N1,Gs(U)_IB_58_N1,Gs(U)_IB_60_N1,Z1_NO_sideL35_M,HP_NO_sideL35_CV,Z1_NO_sideR35_CV,Pb_NO_sideR35_S,IP_NO_sideL35_SI71,Z1_NO_PRT_CV,Z2_NO_AHR_CV,Gs(U)_NO_ALR_SI71,Z3_NO_UCR_S,Z3_NO_UCR_N1,ECI_NO_UCR_CV,Pa_NO_BSR_SI71,ISA_NO_NPR_S,Z3_NO_NPR_V,IP_NO_PLR_S,Pb_NO_PCR_V,ECI_NO_PCR_CV,class
3635,15.19,8.93,7.63,7.99,33.02,16.54,15.93,0.03,0.06,0.05,0.09,1.15,-1.86,3.2,0.93,0.58,3.42,31.01,0.59,-1.57,8.81,0.38,0.56,-0.51,1.62,0.91,0.01,0.44,N
3636,4.48,42.14,15,7.49,45.69,31.61,31.95,0.08,0.05,0.05,0.05,1.08,-3.39,-6.48,0.41,0.57,-71.62,12.49,0.55,-0.57,-2.19,0.36,0.5,-0.85,0.8,0.39,0.02,0.02,N
3637,6.43,15.49,23.39,9.08,17.61,35.59,37.71,0.07,0.05,0.11,0.06,1.2,-24.45,6.29,0.83,0.6,36.21,5.82,0.55,1.59,-0.65,0.42,0.54,-0.7,1.34,0.48,0.02,0.63,N
3638,5.08,24.5,9.16,9.24,23.44,37.04,59.96,0.06,0.05,0.05,0.06,0.41,134.45,15.25,0.79,0.55,-42.88,-5.09,0.49,1.21,12.02,0.51,0.6,-0.47,1.52,0.57,0.03,0.03,N
3639,-0.83,24.26,7.77,9.91,15.14,41.22,25.29,0.06,0.13,0.15,0.13,2.67,-3.72,2.75,-0.27,0.54,6.4,-3.66,0.42,-0.73,-1.54,0.41,0.58,-0.23,1.62,0.35,0.02,0.62,N
3640,7.18,39.65,9.06,9.47,22.61,62.07,39.5,0.04,0.13,0.13,0.13,0.72,-6.3,3.14,-5.83,0.44,21.77,-0.97,0.17,-1.32,-0.61,0.36,1,1.33,0.22,0.96,0.02,0.73,N
3641,5.59,24.42,8.42,8.32,12.85,141.3,55.39,0.03,0.16,0.04,0.04,0.69,-3.77,6.08,0.84,0.6,4.55,-336.73,0.55,1.09,16.61,0.55,0.57,-0.66,1.29,0.24,0.02,0.59,N
3642,4.09,22.38,6.71,5.41,16.81,276.93,251.36,0.05,0.04,0.04,0.03,6.63,8.05,-8.44,0.71,0.46,-6.86,-3.92,0.5,-0.83,0.54,0.42,0.46,-1.08,1,0.59,0.01,0.51,N
3643,4.91,34.9,11.5,10.75,40.11,41.9,33.14,0.12,0.04,0.07,0.06,1.51,-3.91,-7.81,0.82,0.5,22.19,-4.04,0.55,0.97,24.94,0.54,0.58,-1.34,1.37,1.65,0.02,0.03,N
3644,13.42,17.39,9.34,8.97,47.86,86.55,104.74,0.04,0.05,0.04,0.04,1.63,-1.87,-6.85,0.55,0.61,8.9,17.04,0.56,1.26,13.32,0.56,0.7,-1.08,1.26,0.24,0.02,0.61,N
3645,16.79,31.64,9.54,8.64,14.39,103.18,163.07,0.05,0.07,0.05,0.08,1.06,-31.59,-11.22,0.53,0.6,-10.25,-1.49,0.53,1.17,-0.07,0.44,0.51,-0.59,1.07,0.7,0.01,0.57,N
3646,6.4,18.96,7.43,10.16,25.21,21.18,23.8,0.04,0.06,0.04,0.06,1.02,-5.39,7.64,0.42,0.62,7.55,-97.93,0.54,-0.57,-3.45,0.38,0.47,-0.49,1.36,0.58,0.01,0.02,N
3647,5.94,16.97,6.64,8.19,12.89,34.15,42.15,0.04,0.04,0.05,0.04,1.03,-3.26,4.32,0.76,0.53,4.37,4.4,0.59,1.14,11.59,0.48,0.51,-0.86,1.09,0.47,0.02,0.62,N
3648,7.02,36.76,10.55,15.84,46.87,52.18,41.41,0.05,0.03,0.05,0.05,0.75,528.57,-26.24,0.52,0.55,-46.11,-12.91,0.54,1.24,6.32,0.47,0.5,-0.83,0.95,0.53,0.02,0.61,N
3649,6.92,13.46,7.95,11.61,14.5,99.59,73.64,0.03,0.06,0.04,0.05,1.17,-10.63,-4.76,0.83,0.55,-6.84,-4.8,0.5,1.28,5.23,0.5,0.52,-1.08,1.25,0.07,0.01,0.62,N
3650,6.74,10.12,10.64,6.48,9.29,25.52,29,0.05,0.06,0.04,0.06,0.61,-5.37,-9.83,0.74,0.61,-16.12,-2.6,0.52,1.56,3.68,0.5,0.59,-0.73,1.19,0.35,0.02,0.57,N
3651,6.92,26.31,10.36,8.04,24.93,32.75,35.7,0.05,0.05,0.05,0.08,1.71,-12.38,-18.23,0.43,0.57,-56.66,-17.63,0.49,1.42,8.27,0.48,0.61,-1.05,0.88,0.73,0.02,0.61,N
3652,6.05,19.83,9.53,7.97,18.15,30.19,25.29,0.06,0.04,0.07,0.05,1.68,-3.99,2.89,1.23,0.65,4.57,-15.33,0.55,0.07,40.6,0.77,0.7,-0.43,1.3,0.73,0.02,0.62,N
3653,14.91,43.85,9.7,8.89,8.4,26.05,26.29,0.05,0.03,0.04,0.04,2.59,-2.35,-12.32,0.47,0.6,65.18,11.59,0.51,-0.97,1.72,0.33,0.53,-1.12,2.02,0.48,0.01,0.46,N
3654,5.64,12.29,9.23,9.21,11.05,18.47,18.86,0.03,0.04,0.04,0.05,6.13,-2.8,4.13,0.77,0.56,4.6,2.85,0.57,1.53,0.54,0.42,0.51,-1.23,0.7,0.47,0.02,0.62,N
3655,4.18,28.41,8.92,7.44,9.89,118.54,329.51,0.03,0.07,0.04,0.04,0.99,35.13,17.46,0.94,0.56,44.36,-4.13,0.53,0.76,19.33,0.62,0.53,-0.4,0.68,0.27,0.01,0.56,N
3656,6.97,12.81,11.18,6.26,14.55,44.91,27.86,0.05,0.04,0.09,0.2,1.02,-2.31,20.17,1.22,0.59,6.31,9.72,0.58,1.34,10.36,0.54,0.62,-0.55,0.92,0.37,0.01,0.53,N
3657,5.65,22.46,12.75,7.72,10.46,38.02,31.19,0.08,0.03,0.04,0.05,1.03,-3.79,4.55,1.44,0.58,4.64,17.7,0.54,-1.08,2.28,0.33,0.75,-0.53,1.05,0.37,0.02,0.62,N
3658,4.74,32.52,10.25,8.73,19.95,156.76,35.23,0.04,0.04,0.05,0.06,1,-9.48,4.28,1.1,0.5,6.47,-8.37,0.52,-0.6,-0.52,0.4,0.53,-0.15,0.62,0.24,0.01,0.62,N
3659,5.27,32.14,9.68,8.49,23.11,25.25,29.53,0.07,0.05,0.1,0.08,2.31,-4.9,-4.72,0.34,0.57,-10.34,-4.09,0.5,1.6,15.65,0.51,0.54,-0.84,1.66,0.69,0.02,0.64,N
3660,4.3,9.11,9.54,12.5,21.93,53.63,31.1,0.03,0.04,0.05,0.06,1.41,-2.89,15.37,0.84,0.57,6.74,3.68,0.57,0.98,7.49,0.42,0.55,-0.82,1.31,0.59,0.02,0.56,N
3661,-0.06,17.88,6.06,9.09,24.78,35,27.96,0.04,0.04,0.04,0.04,1.93,-3.41,-66.77,0.28,0.59,12.21,5.4,0.48,-0.36,-3.4,0.31,0.49,-1.64,0.38,0.65,0.02,0.62,N
3662,-0.62,12.68,10.39,11.63,31.52,53.52,67.17,0.04,0.04,0.05,0.06,7.99,-229.05,15.69,0.45,0.63,-63.64,-39.83,0.5,1.08,13.53,0.55,0.52,-1.67,1.2,0.69,0.01,0.63,N
3663,9.77,10.96,11.77,9.55,33.42,87.24,44.14,0.21,0.1,0.05,0.04,0.86,-8.38,1.7,1.12,0.49,2.22,-13.65,0.56,1.36,9.19,0.42,0.69,-0.2,1.09,0.72,0.01,0.53,N
3664,3.77,12.98,10.58,6.37,15.87,60.24,88.41,0.06,0.04,0.05,0.06,0.85,-2.08,2.56,0.9,0.59,2.06,3.11,0.6,0.95,7,0.43,0.55,-0.06,0.87,0.44,0.02,0.62,N
3665,4.81,35,15.33,16.77,21.56,32.12,36.34,0.11,0.05,0.04,0.2,0.43,-14.87,4.21,0.88,0.53,5.13,-4.88,0.5,0.19,-13.2,0.29,0.41,-0.19,1.49,0.84,0.01,0.63,N
3666,4.91,32.84,10.33,9.84,22.89,311.16,201.53,0.05,0.05,0.16,0.08,1.01,6.93,-7.72,0.53,0.49,-7.35,-3.63,0.47,1.11,4.61,0.46,0.46,-0.73,1.26,0.47,0.02,0.63,N
3667,5.87,11.8,7.43,10.98,10.48,29.66,38.54,0.04,0.04,0.04,0.04,1.24,4.85,2.61,1.71,0.43,-17.53,-3.05,0.48,1.08,9.2,0.61,0.61,-0.83,1.12,0.08,0.01,0.52,N
3668,5.66,19.48,10.69,11.54,20.55,95.57,95.91,0.07,0.06,0.06,0.14,0.88,-7.29,4.48,0.97,0.57,12.52,-9.34,0.46,-1.69,2.7,0.41,0.69,-0.61,1.92,0.36,0.02,0.64,N
3669,9.22,15.48,12.02,11.59,11.59,93.03,105.49,0.04,0.08,0.09,0.11,1.5,-7.3,5.14,0.59,0.63,9.17,-5.34,0.56,0.51,24.64,0.64,0.49,-0.63,1.61,1.01,0.01,0.58,N
3670,5.4,24.21,10.1,16.7,17.81,90.68,68.69,0.06,0.07,0.05,0.04,0.51,126.06,-9.42,0.71,0.55,29.69,-2.63,0.48,1.14,1.21,0.44,0.46,-0.69,0.86,0.63,0.01,0.63,N
3671,6.12,38.88,7.64,6.94,13.12,36.89,65.87,0.03,0.05,0.05,0.05,1.66,-6.32,-5.4,0.66,0.63,-13.3,-9.21,0.51,1.09,10.4,0.57,0.5,-1.29,1.22,0.7,0.02,0.65,N
3672,15.27,87.76,8.68,13.25,14.92,346.81,115.11,0.05,0.04,0.04,0.05,0.56,-3.6,6.33,0.79,0.48,9.07,-9.1,0.43,-0.85,-1.97,0.38,0.64,-0.52,0.5,0.48,0.02,0.56,N
3673,4.77,22.6,12.68,6.97,16.3,43.11,43.42,0.08,0.04,0.04,0.03,0.98,-4.95,-3.74,0.76,0.55,-14.62,-6.64,0.51,0.6,21.69,0.65,0.6,-0.82,1.45,0.62,0.02,0.63,N
3674,9.27,11.74,9.5,8.94,9.13,48.28,73.59,0.06,0.07,0.05,0.06,5.37,-3.56,6.6,0.84,0.64,6.32,2.78,0.47,0.66,19.03,0.65,0.56,-0.81,1.02,0.02,0.02,0.58,N
3675,5.33,18.4,9.27,9.3,14.78,42.71,44.28,0.05,0.05,0.05,0.06,1.43,-4.81,3.55,1.07,0.64,3.76,6.34,0.6,0.86,15.88,0.54,0.45,-1,1.31,0.58,0.02,0.62,N
3676,5.16,8.54,8.36,10.53,16.48,44.59,82.74,0.03,0.04,0.05,0.05,1.3,-3.03,3.4,0.87,0.59,2.61,3.29,0.58,0.43,38.67,0.72,0.54,-0.46,0.93,0.29,0.02,0.6,N
3677,2.84,32.65,8.02,12.8,79.77,50.01,42.57,0.03,0.08,0.04,0.04,1.06,-3.85,30,0.68,0.58,17.27,-149.73,0.53,1.76,7.31,0.47,0.69,-1.14,1.05,0.47,0.02,0.59,N
3678,4.8,41.51,7.08,13.14,11.88,46.92,34.79,0.03,0.04,0.04,0.04,1.01,-2.68,2.37,0.89,0.59,3.06,26.19,0.57,1.36,4.37,0.44,0.58,-0.74,1.42,0.67,0.02,0.6,N
3679,8.89,29.96,11.88,6.17,26.48,27.9,26.58,0.08,0.05,0.06,0.06,1.12,-1.76,-83.18,0.64,0.55,12.53,14.8,0.46,-1.4,6,0.39,0.63,-0.98,1.96,1.18,0.02,0.62,N
3680,4.87,22.71,8.85,13.35,34.69,65.35,45.24,0.07,0.06,0.11,0.07,1.03,-15.98,29.13,0.85,0.59,25.08,-2.3,0.52,1.14,7.75,0.44,0.57,-0.44,1.25,0.84,0.01,0.65,N
3681,6.19,18.45,9.78,11.6,38.53,275.63,212.3,0.04,0.05,0.04,0.08,0.37,229.44,3.23,1.02,0.65,4.65,-7.15,0.51,1.42,14.82,0.5,0.48,-0.43,1.33,0.88,0.02,0.65,N
3682,4.95,22.7,6.82,6.87,25.42,135.95,172.37,0.05,0.13,0.05,0.05,1.94,-7.54,-19.74,0.86,0.54,-50.1,-4.56,0.48,1.79,4.27,0.41,0.61,-0.91,0.67,0.61,0.01,0.48,N
3683,5.26,49.39,12.71,11.79,21.65,33.86,32.33,0.04,0.05,0.07,0.07,1.16,-1.75,7.47,0.99,0.56,3.86,6.89,0.45,1.65,3.9,0.51,0.49,-1.25,2.12,0.37,0.02,0.61,N
3684,4.75,37.67,10.69,9.01,22.32,41.89,81.88,0.04,0.09,0.05,0.07,0.69,-2.97,4.6,1.22,0.55,3.88,-27.42,0.46,-1.35,4.41,0.37,0.65,-0.65,0.39,0.52,0.02,0.6,N
3685,7.23,13.19,6.94,6.47,22.76,23.46,26.84,0.05,0.05,0.03,0.04,2.28,-3.08,-20.33,0.7,0.56,-29.76,-11.89,0.51,1.26,8.02,0.5,0.61,-0.7,1.49,0.74,0.02,0.61,N
3686,6.27,16.85,10.41,18.45,30.15,41.79,36.77,0.04,0.04,0.13,0.06,0.95,-10.46,-31.82,0.51,0.49,112.1,-4.97,0.53,1.43,8.84,0.48,0.53,-0.86,1.04,0.87,0.01,0.52,N
3687,6.61,41.09,12.66,6.96,30.85,20.35,26.77,0.05,0.06,0.04,0.03,1.94,-40.51,22.56,0.72,0.58,-99.38,8.52,0.56,1.77,5.7,0.46,0.57,-0.89,1.35,0.4,0.02,0.56,N
3688,5.46,27.82,11,9.15,16.71,59.91,45.75,0.05,0.1,0.09,0.14,1.19,-4.96,8.48,1.01,0.43,7.98,-12.53,0.36,0.24,-2.86,0.41,0.57,0.06,1.34,-0.01,0.01,0.6,N
3689,6.16,33.66,8.57,6.96,28.94,98.98,63.48,0.06,0.04,0.06,0.06,2.55,2.09,3.74,1.43,0.48,-9.1,-11.32,0.53,1.65,5.93,0.44,0.49,-0.98,0.63,0.54,0.01,0.64,N
3690,7.1,29.49,8.14,10.13,19.3,19.65,23.56,0.13,0.05,0.04,0.06,0.73,-22.21,9.08,0.95,0.47,10.52,-2.29,0.45,-0.4,-2.69,0.38,0.53,-0.24,0.38,0.68,0.02,0.65,N
3691,9.25,14.78,12.33,9.53,12.01,22.82,20.28,0.05,0.1,0.05,0.11,1,271.81,28.53,0.95,0.52,-78.63,-2.72,0.5,1.11,12.99,0.5,0.56,-1.12,1.05,0.76,0.02,0.58,N
3692,-0.68,73.94,14.94,14.61,33.15,231.45,170.73,0.08,0.04,0.06,0.08,0.56,-5.75,2.54,1.15,0.53,3.52,-4.31,0.52,-1.18,1.38,0.39,0.52,-0.14,1.09,0.75,0.02,0.65,N
3693,5.02,34.07,11.04,6.85,19.66,29.33,24.49,0.07,0.05,0.05,0.04,0.55,-7.3,5.28,0.91,0.55,5.56,474.3,0.49,1.54,4.97,0.39,0.48,-0.93,0.66,0.62,0.02,0.56,N
3694,16.54,14.52,6.5,9.09,14.29,33.26,38.82,0.04,0.03,0.04,0.11,1.91,-2.58,69.18,0.81,0.56,12.77,2.65,0.58,1.89,5.17,0.48,0.53,-0.79,0.92,0,0.02,0.62,N
3695,-0.57,17.47,8.14,6.38,13.23,26.62,26.87,0.03,0.04,0.04,0.04,1.66,-2.85,3.32,1.51,0.55,3.34,8.16,0.52,1.45,5.15,0.42,0.48,-1.33,0.25,0.46,0.01,0.64,N
3696,5.03,25.9,10.63,13.37,22.31,58.39,49.03,0.05,0.03,0.04,0.05,0.46,-19.88,2.08,1.66,0.5,4.25,23.01,0.46,1.83,6.1,0.46,0.55,-0.31,0.44,0.25,0.01,0.63,N
3697,2.9,15.1,8.98,10.48,10.04,112.1,115.84,0.05,0.05,0.04,0.04,0.46,4.74,-17.39,0.54,0.38,-14.65,-8.84,0.47,1.74,0.5,0.45,0.45,-0.47,0.8,-0.1,0.01,0.52,N
3698,1.13,17.94,7.14,12.32,22.42,33.19,75.96,0.04,0.07,0.12,0.07,4.53,-1.88,1.66,0.83,0.59,1.81,13.01,0.59,0.91,4.7,0.42,0.48,-0.26,1.29,0.76,0.01,0.63,N
3699,5.33,24.51,9.31,6.92,41.39,34.79,37.84,0.03,0.05,0.04,0.04,0.68,-2.95,3.54,1.12,0.53,3.16,-15.5,0.48,2.09,3.41,0.43,0.55,-0.49,1.07,0.14,0.02,0.56,N
3700,-3.26,13.22,9.7,10.4,33.29,32.75,31.66,0.05,0.05,0.18,0.08,2.25,-3.84,5.15,0.94,0.56,7.49,2.72,0.48,1.27,4.13,0.46,0.59,-0.79,1.9,0.4,0.01,0.59,N
3701,4.98,21.47,15.3,8.07,14.71,25.64,30.47,0.11,0.08,0.03,0.04,0.34,-9.02,7.31,1.26,0.41,8.02,-13.36,0.39,-2,6.28,0.37,0.41,-0.58,0.59,0.68,0.02,0.61,N
3702,5.77,10.13,10.76,8.28,11.27,32.48,26.98,0.07,0.05,0.05,0.04,0.84,-28.26,17.67,1,0.6,-35.75,-2.87,0.51,-1.58,3.23,0.44,0.52,-0.73,1.26,0.5,0.01,0.52,N
3703,6.52,13.88,9.21,11.38,61.25,31.45,23.34,0.03,0.04,0.04,0.03,0.93,-2.52,5.74,1.65,0.61,3.56,6.18,0.52,-1.21,1.16,0.35,0.62,-0.59,0.45,0.2,0.01,0.61,N
3704,4.25,13.57,7.45,9.53,15.42,59.78,76.47,0.04,0.04,0.05,0.05,7.33,-5.72,-14.19,0.44,0.64,-24.2,3.19,0.52,1.1,9.27,0.51,0.59,-1.76,1.26,0.03,0.02,0.62,N
3705,4.5,21.39,9.96,8.22,32.73,56.06,37.43,0.04,0.04,0.04,0.03,0.47,50.6,-5.49,0.32,0.54,-10.33,-7.31,0.48,-0.64,-0.45,0.36,0.53,-0.82,0.87,0.64,0.02,0.63,N
3706,14.88,10.63,13.18,8.88,25.59,38.56,46.88,0.06,0.05,0.04,0.04,0.57,-8.14,18.7,0.66,0.5,13.29,-7.21,0.49,-0.74,0.11,0.37,0.48,-0.71,1.03,0.34,0.01,0.59,N
3707,4.62,108.86,14.71,5.63,51.41,31.01,38.72,0.07,0.04,0.08,0.08,1.13,-16.37,-2.38,0.16,0.59,-3.78,-3.59,0.51,1.69,3.04,0.41,0.53,-1.15,1.23,0.85,0.02,0.64,N
3708,14.57,45.63,10.42,7.16,14.81,28.22,29.39,0.04,0.03,0.04,0.04,4.1,-1.66,1.65,1.81,0.53,1.91,2.03,0.59,-1.09,-0.26,0.25,0.49,-2.11,0.22,0.31,0.01,0.46,N
3709,4.92,19.44,16.11,5.57,16.01,34.37,34.4,0.06,0.03,0.05,0.04,1.73,-3.94,4.31,0.87,0.57,5.73,3.24,0.52,-0.48,-4.01,0.37,0.6,-0.76,1.31,0.24,0.02,0.63,N
3710,-0.77,16.48,15.1,20.81,35,203.03,211.92,0.1,0.05,0.03,0.03,1.16,-4.73,1.57,1.01,0.54,2.31,2.7,0.53,-0.72,-1.62,0.42,0.38,-1.09,2.11,0.31,0.01,0.58,N
3711,6.2,14.17,7.96,7.4,20.28,25.87,23.08,0.06,0.04,0.05,0.04,6.2,-8.32,2.14,0.98,0.5,4.66,-9.56,0.58,1.16,0.88,0.39,0.5,-0.95,0.8,0.95,0.01,0.32,N
3712,5.68,22.88,7.45,8.59,9.21,59.38,48.35,0.05,0.05,0.06,0.04,0.75,-27.09,-25.78,0.54,0.54,-18.55,-25.09,0.52,1.65,0.9,0.45,0.55,-0.85,0.71,0.29,0.02,0.57,N
3713,5.43,15.79,7.81,7.77,17.08,120.96,142.66,0.06,0.04,0.03,0.03,1.03,-4.62,4.21,1.14,0.56,4.77,6.26,0.47,-1.15,0.61,0.42,0.58,-0.39,1.35,-0.16,0.01,0.62,N
3714,6.19,28.63,7.67,7.51,20.9,45.6,107.49,0.04,0.05,0.05,0.08,0.77,26.14,-33.05,0.81,0.53,-17.7,-4.2,0.45,-0.93,0.02,0.39,0.55,-0.79,0.84,0.72,0.02,0.65,N
3715,5.17,15.91,7.33,8.06,22.11,53.85,31.85,0.03,0.16,0.07,0.06,1.14,-13.76,-6.54,0.57,0.59,-9.18,-5.56,0.49,1.1,6.28,0.5,0.51,-1.29,1.85,0.44,0.01,0.65,N
3716,4.76,21.9,11.87,7.24,29.41,41.38,41.93,0.06,0.05,0.06,0.07,0.57,-8.85,15.39,0.69,0.53,14.45,-18.34,0.51,0.99,5.5,0.42,0.52,-0.65,1.36,0.46,0.02,0.64,N
3717,6.49,16.96,6.56,8.94,26.82,35.69,34.77,0.06,0.05,0.05,0.04,5.07,67.73,-11.58,0.43,0.62,-16.65,21.59,0.53,0.94,5.16,0.43,0.53,-1.15,1.36,0.65,0.02,0.64,N
3718,12.29,17.74,7.26,11.38,23.58,43.29,41.73,0.03,0.04,0.09,0.12,2.08,-4.89,7.21,1.23,0.56,10.44,-17.16,0.51,-2.17,5.95,0.38,0.52,-0.54,1.56,0.07,0.01,0.58,N
3719,5.78,14.28,8.56,9.25,12.38,56.14,36.89,0.05,0.03,0.03,0.04,1.09,-3.28,1.73,1.27,0.58,2.64,3.06,0.55,-1.56,0.74,0.46,1,-0.89,1.23,-0.31,0.02,0.6,N
3720,4.75,14.98,16.63,6.56,12.39,78.97,133.82,0.08,0.05,0.05,0.08,1.68,-7,-42.71,0.43,0.56,18.96,7.71,0.48,1.09,7.61,0.49,0.49,-1.24,0.76,0.52,0.02,0.58,N
3721,5.1,14.37,12.15,8.81,15.05,26.41,32.11,0.09,0.21,0.04,0.12,1.57,-4.69,3.97,0.24,0.58,4.57,-3.85,0.47,1.03,9.69,0.48,0.52,-0.1,1.29,1.06,0.01,0.51,N
3722,6.04,18.1,9.13,6.97,29.99,44.01,28.39,0.03,0.11,0.07,0.05,1.51,-4.3,7,0.79,0.53,5.96,3.44,0.57,1.19,3.85,0.46,0.57,-0.63,0.98,0.52,0.02,0.6,N
3723,6.42,24.9,16.48,8.21,19.28,20.59,19.96,0.05,0.04,0.14,0.14,0.75,-4.13,4.93,0.92,0.58,8.04,5.3,0.51,1.52,3.49,0.44,0.54,-0.58,1.59,0.19,0.01,0.61,N
3724,5.98,11.85,6.61,8.07,23.52,80.54,63.47,0.05,0.1,0.07,0.09,1.15,-4.84,4.25,0.82,0.55,12.26,-18.13,0.55,1.1,5.16,0.52,0.55,-0.79,1.45,0.63,0.02,0.64,N
3725,6.99,12.9,8.49,8.05,19.11,38.44,37.98,0.07,0.04,0.04,0.04,1.6,-5.67,11.55,1.2,0.52,6.38,-9,0.48,3.01,12.1,0.39,0.37,-1.23,0.63,0.78,0.02,0.63,N
3726,4.99,259.26,333.33,333.33,259.26,466.67,466.67,0.13,0.04,0.1,0.06,0.1,3.42,3.47,0.9,0.26,3.22,-2.05,0.27,1.29,11.9,0.57,0.58,1.23,0.47,0.23,0.02,0.62,N
3727,6.01,22.06,11.15,8.21,20.44,19.92,25.12,0.12,0.14,0.06,0.05,1.45,-6.16,9.33,0.76,0.5,6.55,-20.14,0.51,1.34,1.44,0.44,0.54,-0.59,0.54,0.73,0.01,0.56,N
3728,6,46.07,8.37,9.58,11.84,56.01,35.76,0.05,0.04,0.04,0.08,0.39,9.89,-5.5,0.67,0.53,-7.61,-3.3,0.44,1.87,2,0.43,0.53,-0.65,0.94,0.38,0.02,0.63,N
3729,3.44,56.92,10.07,7.52,36.4,20.25,21.56,0.07,0.04,0.04,0.04,1.01,-2.49,7.01,1.01,0.62,5.17,31.45,0.47,1.69,3.27,0.42,0.62,-0.87,0.38,0.2,0.01,0.56,N
3730,5.02,8.07,10.41,13.73,14.26,35.68,38.56,0.05,0.05,0.03,0.04,1.31,-3.92,2.6,1.19,0.55,2.74,-41.5,0.57,1.05,7.93,0.49,0.43,-0.67,1.07,0.38,0.01,0.61,N
3731,5.34,25.36,8.65,8.29,15.39,31.41,35.04,0.04,0.12,0.05,0.04,0.77,1096.22,-5.44,0.63,0.58,-5.96,-3.28,0.5,0.63,19.3,0.67,0.48,-0.77,1.39,0.7,0.02,0.61,N
3732,14.64,22.98,35.55,18.08,29.29,93.66,121.74,0.12,0.07,0.03,0.08,0.6,14.99,62.66,0.6,0.55,-129.96,-3.72,0.54,-0.91,0.13,0.35,0.52,-0.63,1.46,1.06,0.01,0.6,N
3733,6,42.82,10.42,8.21,12.67,30.74,25.81,0.04,0.08,0.03,0.04,0.81,-18.6,-35.99,0.64,0.55,-21.48,-2.75,0.5,-0.55,-4.56,0.4,0.5,-0.45,1.07,0.53,0.01,0.62,N
3734,5.73,19.18,10.49,9.07,37.88,46.26,47.56,0.06,0.04,0.03,0.04,0.78,-5.86,-41.18,0.74,0.54,46.73,-10.66,0.5,-1.22,1.47,0.4,0.51,-0.77,0.8,0.3,0.02,0.56,N
3735,6.05,259.26,333.33,333.33,259.26,466.67,466.67,0.13,0.04,0.04,0.04,0.08,0.64,-13,0.89,0.11,-19.43,-0.79,0.33,1.01,6.1,0.56,0.52,0.59,0.45,0.72,0.02,0.7,N
3736,6.26,29.58,13.07,8.81,26.88,115.15,105.9,0.08,0.08,0.05,0.06,0.56,-8.69,18.09,0.45,0.6,9.11,-6.38,0.52,-0.62,-2.09,0.39,0.43,-0.49,1.39,0.86,0,0,N
3737,4.05,17.94,12.99,13.95,25.35,78.77,85.31,0.08,0.04,0.08,0.11,0.56,-7.2,1.51,1.21,0.58,2.68,-2.6,0.52,0.26,45.55,0.73,0.79,-0.26,1.56,1.02,0.01,0.55,N
3738,7.07,16.47,8.43,10.56,30.74,88.72,112.51,0.05,0.05,0.04,0.03,16.55,-44363133627654400,-11.4,0.41,0.59,-9.96,7.17,0.46,1.05,15.4,0.51,0.49,-1.92,0.87,0.31,0.02,0.58,N
3739,2.68,21.11,6.58,9.49,35.33,30.87,29.19,0.23,0.06,0.05,0.05,0.95,-2.27,12.79,0.72,0.54,4.52,4.53,0.55,1.37,7.27,0.42,0.55,-0.24,0.86,0.38,0.01,0.62,N
3740,5.56,93,6.75,8.25,18.73,36.26,51.61,0.04,0.04,0.06,0.06,2.15,-24.87,-282.17,1.01,0.63,-43.54,-25.36,0.51,1.45,14.78,0.53,0.63,-1.49,1.54,0.85,0.02,0.64,N
3741,5.54,24.53,9.91,14.94,14.87,59.86,49.56,0.06,0.05,0.04,0.05,1.07,-4.66,4.5,1.25,0.63,6.04,7.92,0.53,1.56,5.46,0.44,0.57,-0.23,1.58,0.6,0.01,0.63,N
3742,6.74,15.09,8.45,7.36,31.16,54.22,36.32,0.04,0.06,0.05,0.05,1.75,-4.61,-8.09,0.96,0.56,-459.75,-16.13,0.48,-1.41,2.94,0.41,0.46,-1.17,1.23,0.5,0.02,0.63,N
3743,15.49,15.14,13.66,15.14,40.56,110.97,65.62,0.05,0.13,0.13,0.13,0.74,-14.37,3.14,-5.83,0.53,-153.54,-1.08,0.23,0.35,-5.36,0.34,0.52,1.28,0.61,-0.06,0.02,0.57,N
3744,5.11,24.4,8.97,6.4,20.42,124.32,488.2,0.07,0.04,0.04,0.06,0.56,-7.06,15.37,0.92,0.62,21.22,-3.35,0.49,1.75,-4.8,0.45,0.45,-0.49,1.44,0.66,0,0,N
3745,13.15,15.32,7.63,7.36,16.11,31.79,33.42,0.04,0.1,0.03,0.04,3.92,-1.65,1.52,1.45,0.57,1.99,4.87,0.39,-0.81,-0.6,0.32,0.52,0.08,0.41,0.13,0.01,0.45,N
3746,6.04,28.34,9.42,7.25,15.63,47.67,277.34,0.04,0.05,0.07,0.07,1.91,-153.24,31.63,0.9,0.53,-28.27,-4,0.46,1.12,10.11,0.49,0.63,-0.86,0.85,0.32,0.02,0.62,N
3747,5.51,21.5,7.02,8.91,26.23,127.02,75.74,0.03,0.03,0.04,0.05,1.08,-2.48,3.93,1.4,0.57,4.15,3.82,0.57,1.11,2.28,0.28,0.45,-1.25,1.53,0.44,0.02,0.62,N
